tree_id,common_name,genus,dbh_cm,useful_life_years,useful_life_label,age_description,located_in,precinct,lat,lon,shade_score,suburb_id
1674921,Toromeo,Ficus,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.8060022,144.9423759,0.0012,297979799
1674925,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80548888,144.9422202,0.0007,297979799
1674927,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80548261,144.9421808,0.0007,297979799
1675102,Firewheel Tree,Stenocarpus,14.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80568879,144.941492,0.0005,297979799
1675108,October glory maple,Acer,20.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80562024,144.942002,0.0008,297979799
1605746,Chanticleer Pear,Pyrus,12.0,50,> 41 years,Semi-mature,Street,North Melbourne,-37.80129618,144.9464379,0.0005,297979799
1605747,Chanticleer Pear,Pyrus,12.0,50,> 41 years,Semi-mature,Street,North Melbourne,-37.80130152,144.9465109,0.0005,297979799
1605751,Chanticleer Pear,Pyrus,10.0,50,> 41 years,Semi-mature,Street,North Melbourne,-37.80146332,144.9479192,0.0004,297979799
1518321,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Southbank,-37.82676017,144.9688637,0.001,297979799
1518323,Chinaberry Tree,Melia,27.0,40,31 - 40 years,Mature,Street,Parkville,-37.78477913,144.9587002,0.001,297979799
1068555,Moreton Bay Fig,Ficus,30.0,40,31 - 40 years,Mature,Park,South Yarra,-37.84053798,144.9799307,0.0012,297979799
1833815,Golden Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77903835,144.9574474,0.0007,297979799
1833985,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77846443,144.9576108,0.0008,297979799
1833987,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77859954,144.957607,0.0008,297979799
1834073,Silver Banksia,Banksia,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77834851,144.9576821,0.0008,297979799
1744831,River Birch,Betula,20.0,30,21 - 30 years,Semi-mature,Street,Carlton,-37.80383439,144.9600282,0.0008,297979799
1744836,River Birch,Betula,20.0,30,21 - 30 years,Semi-mature,Street,Carlton,-37.80385345,144.9600467,0.0008,297979799
1640095,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.79486965,144.9732417,0.0012,297979799
1640096,European nettle tree,Celtis,30.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79480202,144.9732526,0.0012,297979799
1640099,European nettle tree,Celtis,30.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79458921,144.9732894,0.0012,297979799
1640108,European nettle tree,Celtis,30.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79391416,144.9734019,0.0012,297979799
1640110,European nettle tree,Celtis,30.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79377662,144.9734277,0.0012,297979799
1640116,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.7939897,144.973671,0.0012,297979799
1640123,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.79448169,144.973588,0.0012,297979799
1640124,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.79455446,144.9735744,0.0012,297979799
1640128,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.79487461,144.9735197,0.0012,297979799
1640129,European nettle tree,Celtis,30.0,50,> 41 years,Semi-mature,Street,Carlton,-37.79493922,144.9735097,0.0012,297979799
1640134,Willow Oak,Quercus,30.0,50,> 41 years,Semi-mature,Park,Kensington,-37.78774493,144.9237134,0.0012,297979799
1640137,Japanese Zelkova,Zelkova,10.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79343408,144.9665017,0.0004,297979799
1640139,London Plane,Platanus,50.0,50,> 41 years,Semi-mature,Street,Southbank,-37.82250698,144.9696059,0.0019,297979799
1640144,Willow Oak,Quercus,15.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.7984353,144.9650771,0.0006,297979799
1640145,Willow Oak,Quercus,20.0,40,31 - 40 years,Semi-mature,Street,Carlton,-37.79842043,144.9649306,0.0008,297979799
1640146,Willow Oak,Quercus,60.0,40,31 - 40 years,Semi-mature,Street,North Melbourne,-37.79648193,144.9385691,0.0023,297979799
1640147,Blueberry ash,Elaeocarpus,30.0,50,> 41 years,Semi-mature,Street,Docklands,-37.82172898,144.9510958,0.0012,297979799
1640149,Lemon Scented Gum,Corymbia,40.0,50,> 41 years,Semi-mature,Street,Kensington,-37.79184836,144.9277555,0.0015,297979799
1640167,English Elm,Ulmus,60.0,50,> 41 years,Semi-mature,Street,Princes Hill,-37.78509383,144.9646809,0.0023,297979799
1640177,English Elm,Ulmus,60.0,40,31 - 40 years,Semi-mature,Street,Princes Hill,-37.78535706,144.967323,0.0023,297979799
1640178,English Elm,Ulmus,60.0,20,11 - 20 years,Semi-mature,Park,Carlton North,-37.78550318,144.9679894,0.0023,297979799
1640295,Kurrajong,Brachychiton,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.80836987,144.9593039,0.0012,297979799
1518319,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.7970274,144.9563514,0.001,297979799
1493449,Manchurian Pear,Pyrus,24.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.80406608,144.9556087,0.0009,297979799
1493454,Manchurian Pear,Pyrus,24.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.80435779,144.9555559,0.0009,297979799
1493459,Manchurian Pear,Pyrus,25.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.8048776,144.9554642,0.001,297979799
1493471,Manchurian Pear,Pyrus,15.0,30,21 - 30 years,Mature,Street,North Melbourne,-37.80446154,144.9552624,0.0006,297979799
1067628,London Plane,Platanus,50.0,50,> 41 years,Mature,Street,Southbank,-37.82212422,144.9632556,0.0019,297979799
1913030,Japanese Chestnut Oak,Quercus,30.0,50,,Unestablished,Street,Southbank,-37.82574518,144.9620088,0.0012,297979799
1913032,London Plane,Platanus,35.0,50,,Unestablished,Street,Melbourne,-37.83455644,144.9743402,0.0013,297979799
1913033,London Plane,Platanus,35.0,50,,Unestablished,Street,Melbourne,-37.83419897,144.9740197,0.0013,297979799
1913222,Black Wattle,Acacia,18.0,50,,Unestablished,Park,Parkville,-37.77901065,144.9491461,0.0007,297979799
1913223,Black Wattle,Acacia,18.0,50,,Unestablished,Park,Parkville,-37.77844568,144.9506396,0.0007,297979799
1913225,Black Wattle,Acacia,18.0,50,,Unestablished,Park,Parkville,-37.77757613,144.9510033,0.0007,297979799
1913229,Black Wattle,Acacia,18.0,50,,Unestablished,Park,Parkville,-37.78610736,144.9461149,0.0007,297979799
1913349,Claret Ash,Fraxinus,33.5,50,,Unestablished,Park,Carlton North,-37.78208778,144.9628321,0.0013,297979799
1913351,Claret Ash,Fraxinus,33.5,50,,Unestablished,Park,Carlton North,-37.7817639,144.9608181,0.0013,297979799
1913389,Sweet Bursaria,Bursaria,20.0,50,,Unestablished,Street,Port Melbourne,-37.82861657,144.9116817,0.0008,297979799
1871009,Valley Oak,Quercus,30.0,50,> 41 years,Unestablished,Street,West Melbourne,-37.80826317,144.9514457,0.0012,297979799
1871011,Red flowering ironbark,Eucalyptus,20.0,50,,Unestablished,Street,Carlton,-37.80281317,144.9682126,0.0008,297979799
1871226,Red Gum,Corymbia,30.0,50,,Unestablished,Park,Melbourne,-37.82495323,144.9717637,0.0012,297979799
1871229,Red Gum,Corymbia,30.0,50,,Unestablished,Park,Melbourne,-37.82469339,144.9713277,0.0012,297979799
1833806,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77760375,144.9516396,0.0008,297979799
1833808,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77762334,144.9517299,0.0007,297979799
1833809,Prickly-leaved wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77758849,144.951799,0.0007,297979799
1833814,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77771578,144.9518636,0.0007,297979799
1833897,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77752951,144.9515168,0.0008,297979799
1833899,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.7775405,144.95163,0.0007,297979799
1833903,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77761453,144.9517415,0.0008,297979799
1833904,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.7776764,144.9516717,0.0007,297979799
1833972,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77765996,144.951763,0.0008,297979799
1833978,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77769461,144.9516825,0.0007,297979799
1833980,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77772203,144.9517045,0.0007,297979799
1834060,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77753971,144.9515846,0.0007,297979799
1834065,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77766193,144.9518764,0.0008,297979799
1834067,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.7777334,144.9518404,0.0008,297979799
1834068,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77772597,144.9519314,0.0008,297979799
1834069,Drooping sheoak,Allocasuarina,20.0,50,> 41 years,Unestablished,Park,Parkville,-37.77795997,144.9519136,0.0008,297979799
1834071,Lightwood Wattle,Acacia,18.0,50,> 41 years,Unestablished,Park,Parkville,-37.77771657,144.951909,0.0007,297979799
1769282,Green Vase,Zelkova,50.0,40,31 - 40 years,Semi-mature,Street,North Melbourne,-37.80304325,144.9525022,0.0019,297979799
1674823,Flooded gum,Eucalyptus,20.0,50,,Semi-mature,Street,Docklands,-37.8196089,144.9467241,0.0008,297979799
1674882,Flooded gum,Eucalyptus,20.0,50,,Semi-mature,Street,Docklands,-37.81959205,144.9467133,0.0008,297979799
1674884,Flooded gum,Eucalyptus,20.0,50,,Semi-mature,Street,Docklands,-37.81950277,144.9466893,0.0008,297979799
1674888,Flooded gum,Eucalyptus,20.0,50,,Semi-mature,Street,Docklands,-37.81945231,144.9466152,0.0008,297979799
1674896,Flooded gum,Eucalyptus,4.0,40,31 - 40 years,Semi-mature,Street,Docklands,-37.81934797,144.946572,0.0002,297979799
1674897,Flooded gum,Eucalyptus,3.0,10,< 10 years,Semi-mature,Street,Docklands,-37.81934831,144.9465495,0.0001,297979799
1674898,Simon Poplar,Populus,42.0,40,31 - 40 years,Semi-mature,Street,West Melbourne,-37.80618307,144.9422699,0.0016,297979799
1674903,Simon Poplar,Populus,42.0,40,31 - 40 years,Semi-mature,Street,West Melbourne,-37.80563658,144.9423456,0.0016,297979799
1674904,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80551358,144.9425815,0.0007,297979799
1674905,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80552411,144.9426478,0.0007,297979799
1674906,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80552341,144.9426951,0.0007,297979799
1674908,Norfolk Island Pine,Araucaria,28.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80551594,144.9424584,0.0011,297979799
1674910,Grey Sheoak,Casuarina,18.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.80548154,144.9423112,0.0007,297979799
1570436,Freeman Maple,Acer,10.0,40,31 - 40 years,Mature,Street,South Yarra,-37.83650413,144.9819412,0.0004,297979799
1570536,Hedge Maple,Acer,60.0,50,> 41 years,Mature,Street,Carlton,-37.79972606,144.9726871,0.0023,297979799
1570790,Kanooka,Tristaniopsis,20.0,30,21 - 30 years,Mature,Street,Kensington,-37.79968819,144.9270129,0.0008,297979799
1492243,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80360153,144.9461294,0.001,297979799
1492244,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80361229,144.9462035,0.001,297979799
1492245,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80367481,144.9468831,0.001,297979799
1492248,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80371749,144.9472296,0.001,297979799
1492249,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80374559,144.9474615,0.001,297979799
1492252,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80377266,144.9477368,0.001,297979799
1492257,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80386895,144.9473027,0.001,297979799
1492261,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.8037482,144.9462856,0.001,297979799
1492263,Chinaberry Tree,Melia,27.0,50,,Mature,Street,North Melbourne,-37.80372425,144.9461117,0.001,297979799
1492264,Flame Tree,Brachychiton,70.0,30,21 - 30 years,Mature,Park,West Melbourne,-37.80676127,144.9536515,0.0027,297979799
1492266,Lightwood Wattle,Acacia,90.0,20,11 - 20 years,Mature,Park,West Melbourne,-37.80672103,144.9536434,0.0035,297979799
1492272,Algerian Oak,Quercus,10.0,30,21 - 30 years,Mature,Street,Carlton,-37.80186475,144.9587762,0.0004,297979799
1492285,Chinaberry Tree,Melia,15.0,30,21 - 30 years,Mature,Street,Carlton,-37.8010768,144.9587028,0.0006,297979799
1492288,Chinaberry Tree,Melia,27.0,30,21 - 30 years,Mature,Street,Carlton,-37.80070983,144.9587694,0.001,297979799
1492341,Freeman Maple,Acer,20.0,20,11 - 20 years,Mature,Street,Carlton,-37.796546,144.9738808,0.0008,297979799
1492395,Chinaberry Tree,Melia,25.0,30,21 - 30 years,Mature,Street,Carlton,-37.80139382,144.9586479,0.001,297979799
1493036,Lemon Scented Gum,Corymbia,11.0,20,11 - 20 years,Mature,Park,Kensington,-37.78989572,144.9310932,0.0004,297979799
1493056,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.7890314,144.948016,0.0008,297979799
1493057,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78895464,144.9482331,0.0008,297979799
1493345,Moreton Bay Fig,Ficus,20.0,50,> 41 years,Mature,Park,Melbourne,-37.82574228,144.9803049,0.0008,297979799
1493348,Moreton Bay Fig,Ficus,15.0,50,> 41 years,Mature,Park,Melbourne,-37.8258148,144.9805988,0.0006,297979799
1493354,Moreton Bay Fig,Ficus,10.0,30,21 - 30 years,Mature,Park,Melbourne,-37.82689768,144.9825526,0.0004,297979799
1493356,Moreton Bay Fig,Ficus,15.0,50,> 41 years,Mature,Park,Melbourne,-37.82661026,144.9826099,0.0006,297979799
1493359,Hoop Pine,Araucaria,20.0,30,21 - 30 years,Mature,Park,Melbourne,-37.82716985,144.9842611,0.0008,297979799
1493362,Moreton Bay Fig,Ficus,30.0,50,> 41 years,Mature,Park,Melbourne,-37.82672594,144.9835668,0.0012,297979799
1493363,Moreton Bay Fig,Ficus,25.0,50,> 41 years,Mature,Park,Melbourne,-37.82675953,144.9834974,0.001,297979799
1493366,Moreton Bay Fig,Ficus,20.0,30,21 - 30 years,Mature,Park,Melbourne,-37.82687388,144.9845662,0.0008,297979799
1493371,Moreton Bay Fig,Ficus,15.0,50,> 41 years,Mature,Park,Melbourne,-37.82731202,144.9854188,0.0006,297979799
1493373,Moreton Bay Fig,Ficus,20.0,50,> 41 years,Mature,Park,Melbourne,-37.82777252,144.9863666,0.0008,297979799
1493380,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78928055,144.9473401,0.0008,297979799
1493389,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78915533,144.9475997,0.0008,297979799
1493391,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78920036,144.947614,0.0008,297979799
1493412,Lemon Scented Gum,Corymbia,20.0,30,21 - 30 years,Mature,Park,Kensington,-37.78988447,144.9309965,0.0008,297979799
1493413,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78861677,144.9486728,0.0008,297979799
1493417,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78856694,144.948792,0.0008,297979799
1493423,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78860826,144.9488,0.0008,297979799
1493424,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78858235,144.9487554,0.0008,297979799
1493429,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78867206,144.9486816,0.0008,297979799
1493430,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78882039,144.9481764,0.0008,297979799
1493431,River red gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78880509,144.9481307,0.0008,297979799
1493476,Japanese Zelkova,Zelkova,30.0,50,> 41 years,Mature,Park,Melbourne,-37.82372908,144.9725012,0.0012,297979799
1493478,Japanese Zelkova,Zelkova,30.0,50,,Mature,Park,Melbourne,-37.82384868,144.9723207,0.0012,297979799
1493479,Japanese Zelkova,Zelkova,30.0,50,,Mature,Park,Melbourne,-37.82396518,144.9722962,0.0012,297979799
1493481,Japanese Zelkova,Zelkova,30.0,50,> 41 years,Mature,Park,Melbourne,-37.82417593,144.9723077,0.0012,297979799
1493482,Japanese Zelkova,Zelkova,30.0,50,> 41 years,Mature,Park,Melbourne,-37.8242937,144.9723025,0.0012,297979799
1493486,Japanese Zelkova,Zelkova,30.0,50,> 41 years,Mature,Park,Melbourne,-37.82401539,144.9724185,0.0012,297979799
1493495,Callery Pear,Pyrus,30.0,50,> 41 years,Mature,Park,Kensington,-37.79008139,144.9309171,0.0012,297979799
1503675,Moreton Bay Fig,Ficus,10.0,30,21 - 30 years,Mature,Park,Melbourne,-37.82669032,144.9819402,0.0004,297979799
1285722,Kanooka,Tristaniopsis,70.0,40,31 - 40 years,Mature,Street,North Melbourne,-37.79238464,144.9453602,0.0027,297979799
1069318,English Elm,Ulmus,50.0,30,21 - 30 years,Mature,Park,South Yarra,-37.84086105,144.9834245,0.0019,297979799
1062403,Lemon Scented Gum,Corymbia,35.0,40,31 - 40 years,Mature,Street,Carlton,-37.79845952,144.9657742,0.0013,297979799
1871224,Tuckeroo,Cupaniopsis,20.0,50,,Unestablished,Street,Kensington,-37.78976401,144.9304263,0.0008,297979799
1769277,Dutch Elm,Ulmus,50.0,50,> 41 years,Semi-mature,Park,West Melbourne,-37.81058518,144.9533567,0.0019,297979799
1744823,HillŸ??s Weeping Fig,Ficus,30.0,50,> 41 years,Semi-mature,Street,Southbank,-37.82183699,144.9631903,0.0012,297979799
1674813,Silky Oak,Grevillea,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80604513,144.9096895,0.0012,297979799
1674815,Silky Oak,Grevillea,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80586809,144.9095983,0.0012,297979799
1674818,Silky Oak,Grevillea,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80558606,144.9093093,0.0012,297979799
1674819,Silky Oak,Grevillea,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.80556113,144.9090197,0.0012,297979799
1674820,Silky Oak,Grevillea,30.0,50,> 41 years,Semi-mature,Street,West Melbourne,-37.8055181,144.9089424,0.0012,297979799
1674831,Salmon Gum,Eucalyptus,20.0,30,21 - 30 years,Semi-mature,Park,Melbourne,-37.8275918,144.9861151,0.0008,297979799
1674833,London Plane,Platanus,35.0,30,21 - 30 years,Semi-mature,Street,North Melbourne,-37.79594223,144.9422212,0.0013,297979799
1605736,Honey locust,Gleditsia,30.0,50,,Semi-mature,Park,Carlton,-37.79519353,144.9698058,0.0012,297979799
1605738,Honey locust,Gleditsia,30.0,50,,Semi-mature,Park,Carlton,-37.79509648,144.9696906,0.0012,297979799
1570519,Swamp White Oak,Quercus,30.0,40,31 - 40 years,Mature,Street,West Melbourne,-37.80710503,144.9550489,0.0012,297979799
1570527,Chinese tallow,Triadica,13.5,50,> 41 years,Mature,Street,Carlton,-37.79338764,144.9741059,0.0005,297979799
1570530,Lemon Scented Gum,Corymbia,30.0,50,,Mature,Street,East Melbourne,-37.80918135,144.9724499,0.0012,297979799
1570533,Yellow Box,Eucalyptus,20.0,50,> 41 years,Mature,Street,Parkville,-37.78052561,144.950487,0.0008,297979799
1518305,Yellow Gum,Eucalyptus,20.0,50,> 41 years,Mature,Park,Parkville,-37.78651067,144.9526691,0.0008,297979799
1913026,Liquidamber or Sweet Gum,Liquidambar,30.0,50,,Unestablished,Street,Melbourne,-37.80966822,144.9596498,0.0012,297979799
1913027,Liquidamber or Sweet Gum,Liquidambar,30.0,50,,Unestablished,Street,Melbourne,-37.80954383,144.9600405,0.0012,297979799
1913212,Spotted Gum,Corymbia,30.0,50,,Unestablished,Street,Carlton North,-37.79240126,144.9698793,0.0012,297979799
1913215,Spotted Gum,Corymbia,30.0,50,,Unestablished,Street,Carlton,-37.79228292,144.968682,0.0012,297979799
1913217,Kanooka,Tristaniopsis,20.0,50,,Unestablished,Park,West Melbourne,-37.80877004,144.9451041,0.0008,297979799
1769270,Blueberry ash,Elaeocarpus,40.0,40,31 - 40 years,Semi-mature,Street,North Melbourne,-37.79605876,144.937562,0.0015,297979799
1769272,Blueberry ash,Elaeocarpus,40.0,40,31 - 40 years,Semi-mature,Street,North Melbourne,-37.79603733,144.937343,0.0015,297979799
1769273,Blueberry ash,Elaeocarpus,30.0,40,31 - 40 years,Semi-mature,Street,North Melbourne,-37.79601088,144.9371057,0.0012,297979799
1769275,Port Jackson or Rusty Fig,Ficus,30.0,50,> 41 years,Semi-mature,Park,Carlton,-37.79730497,144.973762,0.0012,297979799
1744643,Japanese Chestnut Oak,Quercus,30.0,50,> 41 years,Semi-mature,Street,Southbank,-37.82712101,144.9585548,0.0012,297979799
1744678,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.85048592,144.9835042,0.0012,297979799
1744679,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.85048454,144.9834083,0.0012,297979799
1744680,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.85047431,144.9833318,0.0012,297979799
1744687,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.85031593,144.98209,0.0012,297979799
1744690,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.85037588,144.9825376,0.0012,297979799
1744691,Chinese Pistachio,Pistacia,30.0,50,> 41 years,Semi-mature,Street,Melbourne,-37.85038788,144.9826456,0.0012,297979799
1744694,Chinese Pistachio,Pistacia,30.0,40,31 - 40 years,Semi-mature,Street,Melbourne,-37.8504301,144.9830102,0.0012,297979799
1570421,Lightwood Wattle,Acacia,30.0,30,21 - 30 years,Mature,Park,Kensington,-37.79511348,144.9143453,0.0012,297979799
1570503,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.79680431,144.9544143,0.001,297979799
1570504,Smooth-barked apple,Angophora,25.0,50,> 41 years,Mature,Street,Parkville,-37.79681374,144.9544954,0.001,297979799
1570507,Pin Cushion Hakea,Hakea,20.0,50,> 41 years,Mature,Street,Southbank,-37.82770295,144.9687585,0.0008,297979799
1570508,Pin Cushion Hakea,Hakea,20.0,50,> 41 years,Mature,Street,Southbank,-37.82776578,144.9687351,0.0008,297979799
1570517,Yellow Box,Eucalyptus,20.0,20,11 - 20 years,Mature,Park,Kensington,-37.79468149,144.9144804,0.0008,297979799
1570777,Algerian Oak,Quercus,80.0,50,> 41 years,Mature,Street,Kensington,-37.78985899,144.9293594,0.0031,297979799
1549703,Japanese Zelkova,Zelkova,10.0,30,21 - 30 years,Mature,Street,Carlton,-37.7991663,144.968851,0.0004,297979799
1549704,Japanese Zelkova,Zelkova,90.0,30,21 - 30 years,Mature,Street,Carlton,-37.79928346,144.9688316,0.0035,297979799
1549710,Japanese Zelkova,Zelkova,80.0,40,31 - 40 years,Mature,Street,Carlton,-37.79980491,144.9687403,0.0031,297979799
1549711,Japanese Zelkova,Zelkova,10.0,40,31 - 40 years,Mature,Street,Carlton,-37.7998506,144.9687351,0.0004,297979799
1549712,Japanese Zelkova,Zelkova,17.0,40,31 - 40 years,Mature,Street,Carlton,-37.79992008,144.9687261,0.0007,297979799
1549713,Japanese Zelkova,Zelkova,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.79999302,144.9687129,0.0005,297979799
1549720,Japanese Zelkova,Zelkova,15.0,40,31 - 40 years,Mature,Street,Carlton,-37.80053669,144.9686146,0.0006,297979799
1549733,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80181375,144.9683941,0.0005,297979799
1549734,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80187168,144.9683838,0.0005,297979799
1549735,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80196057,144.9683685,0.0005,297979799
1549739,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.8022456,144.9683216,0.0005,297979799
1549740,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80238511,144.968297,0.0005,297979799
1549747,Maidenhair Tree,Ginkgo,5.0,50,,Mature,Street,Carlton,-37.80335353,144.9681319,0.0002,297979799
1549750,Maidenhair Tree,Ginkgo,5.0,50,,Mature,Street,Carlton,-37.80363847,144.9680826,0.0002,297979799
1549753,Maidenhair Tree,Ginkgo,5.0,50,,Mature,Street,Carlton,-37.80383152,144.9680492,0.0002,297979799
1549754,Maidenhair Tree,Ginkgo,9.0,50,,Mature,Street,Carlton,-37.80389244,144.9680395,0.0003,297979799
1549765,Maidenhair Tree,Ginkgo,6.0,50,,Mature,Street,Carlton,-37.80473156,144.9678951,0.0002,297979799
1549776,Maidenhair Tree,Ginkgo,14.0,50,,Mature,Street,Carlton,-37.80624165,144.9676352,0.0005,297979799
1549785,Maidenhair Tree,Ginkgo,14.0,50,,Mature,Street,Carlton,-37.80692901,144.9672376,0.0005,297979799
1549792,Maidenhair Tree,Ginkgo,14.0,50,,Mature,Street,Carlton,-37.80641978,144.9673262,0.0005,297979799
1549823,Maidenhair Tree,Ginkgo,15.0,50,,Mature,Street,Carlton,-37.80367386,144.9677942,0.0006,297979799
1549830,Maidenhair Tree,Ginkgo,90.0,50,,Mature,Street,Carlton,-37.80325425,144.9678664,0.0035,297979799
1549832,Ironbark,Eucalyptus,20.0,30,21 - 30 years,Mature,Street,Carlton,-37.80279275,144.96797,0.0008,297979799
1549842,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80206157,144.9680728,0.0005,297979799
1549843,Maidenhair Tree,Ginkgo,14.0,40,31 - 40 years,Mature,Street,Carlton,-37.80201397,144.9680821,0.0005,297979799
